iata_code,icao_code,name,city,country_code,continent,latitude,longitude,elevation_ft,type,scheduled_service
GBE,FBSK,Sir Seretse Khama International Airport,Gaborone,BW,AF,-24.555201,25.9182,3299,large_airport,yes
GBJ,TFFM,Marie-Galante Airport,Grand-Bourg,GP,NA,15.868925,-61.270087,16,medium_airport,yes
GBT,OING,Gorgan Airport,Gorgan,IR,AS,36.909400939899996,54.4012985229,-24,medium_airport,no
GCC,KGCC,Northeast Wyoming Regional Airport,Gillette,US,NA,44.3489,-105.539001,4365,medium_airport,yes
GCH,OIAH,Gachsaran Airport,Gachsaran,IR,AS,30.333869,50.833796,2414,medium_airport,yes
GCI,EGJB,Guernsey Airport,Saint Peter Port,GG,EU,49.435001,-2.60197,336,medium_airport,yes
GCJ,FAGC,Grand Central Airport,Midrand,ZA,AF,-25.986299514799995,28.1401004791,5325,medium_airport,no
GCK,KGCK,Garden City Regional Airport,Garden City,US,NA,37.9275016785,-100.723999023,2891,medium_airport,yes
GCM,MWCR,Owen Roberts International Airport,George Town,KY,NA,19.292801,-81.357697,8,large_airport,yes
GCN,KGCN,Grand Canyon National Park Airport,Grand Canyon - Tusayan,US,NA,35.9524,-112.147003,6609,medium_airport,yes
GDB,VAGD,Gondia Airport,Gondia,IN,AS,21.526817,80.290347,987,medium_airport,yes
GDE,HAGO,Gode Airport,Gode,ET,AF,5.93513011932,43.5786018372,834,medium_airport,yes
GDL,MMGL,Guadalajara International Airport,Guadalajara,MX,NA,20.523342,-103.310108,5016,large_airport,yes
GDN,EPGD,Gdańsk Lech Wałęsa Airport,Gdańsk,PL,EU,54.377602,18.4662,489,large_airport,yes
GDO,SVGD,Guasdualito Airport,Guasdualito,VE,SA,7.210834,-70.756386,427,medium_airport,no
GDQ,HAGN,Gondar Airport,Azezo,ET,AF,12.5199,37.433998,6449,medium_airport,yes
GDT,MBGT,JAGS McCartney International Airport,Cockburn Town,TC,NA,21.4445,-71.142303,13,medium_airport,yes
GDV,KGDV,Dawson Community Airport,Glendive,US,NA,47.137658,-104.80691,2458,medium_airport,yes
GDX,UHMM,Sokol Airport,Magadan,RU,AS,59.9109992980957,150.72000122070312,574,medium_airport,yes
GDZ,URKG,Gelendzhik Airport,Gelendzhik,RU,EU,44.5820926295,38.0124807358,98,medium_airport,yes
GEA,NWWM,Nouméa Magenta Airport,Nouméa,NC,OC,-22.257706,166.472822,10,medium_airport,yes
GEC,LCGK,Lefkoniko Airport / Geçitkale Air Base,Lefkoniko (Geçitkale),CY,AS,35.23591,33.720088,146,medium_airport,yes
GEG,KGEG,Spokane International Airport,Spokane,US,NA,47.6199,-117.533997,2376,large_airport,yes
GEL,SBNM,Santo Ângelo Airport,Santo Ângelo,BR,SA,-28.282503,-54.169623,1056,medium_airport,yes
GEM,FGMY,President Obiang Nguema International Airport,Mengomeyén,GQ,AF,1.676437,11.024904,2165,large_airport,no
GEO,SYCJ,Cheddi Jagan International Airport,Georgetown,GY,SA,6.49855,-58.254101,95,large_airport,yes
GER,MUNG,Rafael Cabrera Airport,Nueva Gerona,CU,NA,21.834699630737305,-82.78379821777344,79,medium_airport,yes
GES,RPMR,General Santos International Airport,General Santos,PH,AS,6.057208,125.096243,505,large_airport,yes
GET,YGEL,Geraldton Airport,Moonyoonooka,AU,OC,-28.796101,114.707001,121,medium_airport,yes
GEV,ESNG,Gällivare Airport,Gällivare,SE,EU,67.13240051269531,20.814599990844727,1027,medium_airport,yes
GFF,YGTH,Griffith Airport,Griffith,AU,OC,-34.2508010864,146.067001343,439,medium_airport,yes
GFK,KGFK,Grand Forks International Airport,Grand Forks,US,NA,47.949299,-97.176102,845,medium_airport,yes
GFL,KGFL,Floyd Bennett Memorial Airport,Glens Falls,US,NA,43.3412017822,-73.6102981567,328,medium_airport,no
GFN,YGFN,Clarence Valley Regional Airport,Grafton,AU,OC,-29.754795,153.031234,110,medium_airport,no
GFR,LFRF,Granville Airport,"Bréville-sur-Mer, Manche",FR,EU,48.883099,-1.56417,45,medium_airport,no
GFY,FYGF,Grootfontein Airport,Grootfontein,NA,AF,-19.6022,18.1227,4636,medium_airport,no
GGG,KGGG,East Texas Regional Airport,Longview,US,NA,32.38399887084961,-94.71150207519531,365,medium_airport,yes
GGT,MYEF,Exuma International Airport,Moss Town,BS,NA,23.562599,-75.877998,9,medium_airport,yes
GGW,KGGW,Glasgow Valley County Airport Wokal Field,Glasgow,US,NA,48.212502,-106.614998,2296,medium_airport,yes
GHA,DAUG,Noumérat - Moufdi Zakaria Airport,El Atteuf,DZ,AF,32.384102,3.79411,1512,medium_airport,yes
GHB,MYEM,Governor's Harbour Airport,Governor's Harbour,BS,NA,25.2847,-76.331001,26,medium_airport,yes
GHC,MYBG,Great Harbour Cay Airport,Bullocks Harbour,BS,NA,25.7383,-77.840103,18,medium_airport,no
GHN,ZUGH,Guanghan Airport,Deyang (Guanghan),CN,AS,30.9485,104.3296,1531,medium_airport,no
GHT,HLGT,Ghat Airport,Ghat,LY,AF,25.1455993652,10.142600059500001,2296,medium_airport,yes
GHU,SAAG,Gualeguaychu Airport,Gualeguaychu,AR,SA,-33.005567,-58.612833,75,medium_airport,no
GHV,LRBV,Brașov-Ghimbav International Airport,Brașov (Ghimbav),RO,EU,45.70558,25.522871,1740,large_airport,yes
GIB,LXGB,Gibraltar Airport,Gibraltar,GI,EU,36.151679,-5.34978,12,large_airport,yes
GID,HBBE,Gitega Airport,Gitega,BI,AF,-3.417209,29.911308,5741,medium_airport,yes
GIG,SBGL,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,BR,SA,-22.809999,-43.250557,28,large_airport,yes
GIL,OPGT,Gilgit Airport,Gilgit,PK,AS,35.918800354003906,74.33360290527344,4796,medium_airport,yes
GIR,SKGI,Santiago Vila Airport,Girardot,CO,SA,4.27624,-74.7967,900,medium_airport,no
GIS,NZGS,Gisborne Airport,Gisborne,NZ,OC,-38.6633,177.977997,15,medium_airport,yes
GIZ,OEGN,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan,SA,AS,16.9011,42.5858,20,medium_airport,yes
GJA,MHNJ,La Laguna Airport,Guanaja,HN,NA,16.4454,-85.906601,49,medium_airport,yes
GJL,DAAV,Jijel Ferhat Abbas Airport,Tahir,DZ,AF,36.794125,5.873652,36,large_airport,yes
GJM,SBGM,Guajará-Mirim Airport,Guajará-Mirim,BR,SA,-10.78641,-65.28486,478,medium_airport,no
GJT,KGJT,Grand Junction Regional Airport,Grand Junction,US,NA,39.126663,-108.529387,4858,medium_airport,yes
GKA,AYGA,Goroka Airport,Goronka,PG,OC,-6.081689834590001,145.391998291,5282,medium_airport,yes
GKE,ETNG,Geilenkirchen Air Base,Geilenkirchen,DE,EU,50.9608,6.04242,296,medium_airport,no
GKN,PAGK,Gulkana Airport,Gulkana,US,NA,62.155859,-145.454662,1586,medium_airport,yes
GLA,EGPF,Glasgow Airport,Glasgow,GB,EU,55.871899,-4.43306,26,large_airport,yes
GLD,KGLD,Goodland Municipal Airport,Goodland,US,NA,39.370701,-101.699753,3656,medium_airport,no
GLF,MRGF,Golfito Airport,Golfito,CR,NA,8.65401,-83.182198,49,medium_airport,yes
GLH,KGLH,Mid Delta Regional Airport,Greenville,US,NA,33.482899,-90.985603,131,medium_airport,yes
GLI,YGLI,Glen Innes Airport,Glen Innes,AU,OC,-29.676029,151.691156,3433,medium_airport,no
GLO,EGBJ,Gloucestershire Airport,"Staverton, Gloucestershire",GB,EU,51.894199,-2.16722,101,medium_airport,no
GLS,KGLS,Scholes International At Galveston Airport,Galveston,US,NA,29.265301,-94.860397,6,medium_airport,no
GLT,YGLA,Gladstone Airport,Gladstone,AU,OC,-23.869763,151.225439,64,medium_airport,yes
GLU,VQGP,Gelephu Airport,Gelephu,BT,AS,26.88456,90.46412,980,medium_airport,no
GLZ,EHGR,Gilze Rijen Air Base,Rijen,NL,EU,51.567402,4.93183,49,medium_airport,no
GMA,FZFK,Gemena Airport,Gemena,CD,AF,3.23537,19.771299,1378,medium_airport,yes
GMB,HAGM,Gambela Airport,Gambela,ET,AF,8.12876,34.563099,1614,medium_airport,yes
GME,UMGG,Gomel Airport,Gomel,BY,EU,52.527000427246094,31.016700744628906,472,medium_airport,yes
GMO,DNGO,Gombe Lawanti International Airport,Gombe,NG,AF,10.298889,10.9,1590,medium_airport,yes
GMP,RKSS,Gimpo International Airport,Seoul,KR,AS,37.5583,126.791,59,large_airport,yes
GMQ,ZLGL,Golog Maqên Airport,Golog (Maqên),CN,AS,34.418066,100.301144,12426,medium_airport,yes
GMR,NTGJ,Totegegie Airport,,PF,OC,-23.07990074157715,-134.88999938964844,7,medium_airport,yes
GMU,KGMU,Greenville Downtown Airport,Greenville,US,NA,34.847903,-82.350217,1048,medium_airport,no
GNA,UMMG,Hrodna Airport,Hrodna,BY,EU,53.602001,24.053801,443,medium_airport,no
GNB,LFLS,Grenoble Alpes Isère Airport,Grenoble,FR,EU,45.3629,5.32937,1302,medium_airport,yes
GND,TGPY,Maurice Bishop International Airport,Saint George's,GD,NA,12.003996,-61.785302,41,large_airport,yes
GNJ,UBBG,Ganja International Airport,Ganja,AZ,AS,40.738692,46.320383,1083,large_airport,yes
GNS,WIMB,Binaka Airport,Gunungsitoli,ID,AS,1.16628,97.704327,20,medium_airport,yes
GNV,KGNV,Gainesville Regional Airport,Gainesville,US,NA,29.6900997162,-82.2717971802,152,medium_airport,yes
GNY,LTCS,Şanlıurfa GAP Airport,Şanlıurfa,TR,AS,37.445663,38.895592,2708,large_airport,yes
GOA,LIMJ,Genoa Cristoforo Colombo Airport,Genova (GE),IT,EU,44.412039,8.840732,13,large_airport,yes
GOH,BGGH,Nuuk International Airport,Nuuk,GL,NA,64.191066,-51.67914,283,large_airport,yes
GOI,VOGO,Goa Dabolim International Airport,Vasco da Gama,IN,AS,15.380062,73.833328,150,large_airport,yes
GOJ,UWGG,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,RU,EU,56.227351,43.785152,256,large_airport,yes
GOM,FZNA,Goma International Airport,Goma,CD,AF,-1.666758,29.238037,5089,large_airport,yes
GON,KGON,Groton New London Airport,Groton,US,NA,41.330101,-72.045097,9,medium_airport,no
GOP,VEGK,Gorakhpur Airport,Gorakhpur,IN,AS,26.739700317399997,83.4496994019,259,medium_airport,yes
GOQ,ZLGM,Golmud Airport,Golmud,CN,AS,36.4006,94.786102,9334,medium_airport,yes
GOT,ESGG,Göteborg Landvetter Airport,Göteborg,SE,EU,57.6628,12.2798,506,large_airport,yes
GOU,FKKR,Garoua International Airport,Garoua,CM,AF,9.334785,13.372129,794,large_airport,yes
GOV,YPGV,Gove Airport,Nhulunbuy,AU,OC,-12.269399642899998,136.817993164,192,medium_airport,yes
GOX,VOGA,Manohar International Airport,Mopa,IN,AS,15.744257,73.860625,552,large_airport,yes
GOZ,LBGO,Gorna Oryahovitsa Airport,Gorna Oryahovitsa,BG,EU,43.151402,25.7129,285,medium_airport,no
GPA,LGRX,Patras Araxos Agamemnon Airport,Patras,GR,EU,38.1511,21.4256,46,medium_airport,yes
GPI,SKGP,Guapi Airport,Guapi,CO,SA,2.57013,-77.897969,164,medium_airport,yes
GPL,MRGP,Guapiles Airport,Pococi,CR,NA,10.2172002792,-83.79699707030001,883,medium_airport,no
GPN,YGPT,Garden Point Airport,Pirlangimpi,AU,OC,-11.399686,130.425568,90,medium_airport,no
GPO,SAZG,General Pico Airport,General Pico,AR,SA,-35.696201,-63.758301,459,medium_airport,no
GPS,SEGS,Seymour Galapagos Ecological Airport,Isla Baltra,EC,SA,-0.453758,-90.2659,207,medium_airport,yes
GPT,KGPT,Gulfport Biloxi International Airport,Gulfport,US,NA,30.405582,-89.069836,28,medium_airport,yes
GRB,KGRB,Austin Straubel International Airport,Green Bay,US,NA,44.483459,-88.130805,695,medium_airport,yes
GRF,KGRF,Gray Army Air Field,Fort Lewis/Tacoma,US,NA,47.07920074,-122.5810013,300,medium_airport,no
GRI,KGRI,Central Nebraska Regional Airport,Grand Island,US,NA,40.967498779296875,-98.30960083007812,1847,medium_airport,yes
GRJ,FAGG,George Airport,George,ZA,AF,-34.0056,22.378902,648,large_airport,yes
GRK,KGRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,US,NA,31.0672,-97.828903,1015,medium_airport,yes
GRO,LEGE,Girona-Costa Brava Airport,Girona,ES,AF,41.904639,2.761774,468,large_airport,yes
GRQ,EHGG,Groningen Airport Eelde,Groningen,NL,EU,53.119107,6.577652,17,large_airport,yes
GRR,KGRR,Gerald R. Ford International Airport,Grand Rapids,US,NA,42.880798,-85.522797,794,large_airport,yes
GRS,LIRS,Grosseto Corrado Baccarini Air Base / Grosseto Airport,Grosseto (GR),IT,EU,42.759701,11.0719,17,medium_airport,no
GRU,SBGR,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo,BR,SA,-23.431274,-46.469954,2461,large_airport,yes
GRV,URMG,Akhmat Kadyrov Grozny International Airport,Grozny,RU,AS,43.388106,45.699772,548,large_airport,yes
GRW,LPGR,Graciosa Airport,Santa Cruz da Graciosa,PT,EU,39.092201232910156,-28.029800415039062,86,medium_airport,yes
GRX,LEGR,F.G.L. Airport Granada-Jaén Airport,Granada,ES,EU,37.188702,-3.77736,1860,medium_airport,yes
GRY,BIGR,Grímsey Airport,Grímsey/Sandvík,IS,EU,66.5458,-18.0173,66,medium_airport,yes
GRZ,LOWG,Graz Airport,Feldkirchen bei Graz,AT,EU,46.9911,15.4396,1115,large_airport,yes
GSB,KGSB,Seymour Johnson Air Force Base,Goldsboro,US,NA,35.339401,-77.960602,109,medium_airport,no
GSE,ESGP,Säve Airport,Göteborg,SE,EU,57.7747,11.8704,59,medium_airport,no
GSJ,MGSJ,San José Airport,Puerto San José,GT,NA,13.9362,-90.8358,29,medium_airport,no
GSM,OIKQ,Qeshm International Airport,Qeshm(Dayrestan),IR,AS,26.754639,55.902353,45,large_airport,yes
GSO,KGSO,Piedmont Triad International Airport,Greensboro,US,NA,36.09937,-79.937262,925,large_airport,yes
GSP,KGSP,Greenville-Spartanburg International Airport,Greenville/Greer/Spartanburg,US,NA,34.895699,-82.218903,964,medium_airport,yes
GST,PAGS,Gustavus Airport,Gustavus,US,NA,58.4253006,-135.7070007,35,medium_airport,yes
GSV,UWSG,Gagarin International Airport,Saratov,RU,AS,51.712778,46.171111,103,large_airport,yes
GTE,YGTE,Groote Eylandt Airport,Groote Eylandt,AU,OC,-13.972405,136.458553,53,medium_airport,yes
GTF,KGTF,Great Falls International Airport,Great Falls,US,NA,47.481998,-111.371002,3680,medium_airport,yes
GTN,NZGT,Glentanner Airport,Glentanner Station,NZ,OC,-43.906700134277344,170.1280059814453,1824,medium_airport,no
GTR,KGTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,US,NA,33.450298,-88.5914,264,medium_airport,yes
GUA,MGGT,La Aurora International Airport,Guatemala City,GT,NA,14.582896,-90.527515,4952,large_airport,yes
GUC,KGUC,Gunnison Crested Butte Regional Airport,Gunnison,US,NA,38.534672,-106.934566,7680,medium_airport,yes
GUH,YGDH,Gunnedah Airport,,AU,OC,-30.957511,150.248981,863,medium_airport,no
GUI,SVGI,Guiria Airport,,VE,SA,10.574077606200001,-62.3126678467,42,medium_airport,no
GUJ,SBGW,Edu Chaves Field,Guaratinguetá,BR,SA,-22.791599,-45.2048,1761,medium_airport,no
GUL,YGLB,Goulburn Airport,,AU,OC,-34.810298919677734,149.7259979248047,2141,medium_airport,no
GUM,PGUM,Antonio B. Won Pat International Airport,Hagåtña,GU,OC,13.485,144.797282,298,large_airport,yes
GUP,KGUP,Gallup Municipal Airport,Gallup,US,NA,35.511653,-108.788166,6472,medium_airport,yes
GUQ,SVGU,Guanare Airport,Guanare,VE,SA,9.026944,-69.75515,606,medium_airport,no
GUR,AYGN,Gurney Airport,Gurney,PG,OC,-10.3114995956,150.333999634,88,medium_airport,yes
GUS,KGUS,Grissom Air Reserve Base,Peru,US,NA,40.648102,-86.1521,812,medium_airport,no
GUW,UATG,Atyrau International Airport,Atyrau,KZ,AS,47.121318,51.820343,-72,large_airport,yes
GUY,KGUY,Guymon Municipal Airport,Guymon,US,NA,36.6851005554,-101.508003235,3123,medium_airport,no
GVA,LSGG,Geneva International Airport,Geneva,CH,EU,46.238098,6.10895,1411,large_airport,yes
GVN,UHKM,Sovetskaya Gavan (Maygatka) Airport,Sovetskaya Gavan,RU,AS,48.925067,140.035348,768,medium_airport,no
GVR,SBGV,Coronel Altino Machado Airport,Governador Valadares,BR,SA,-18.895882,-41.982869,561,medium_airport,yes
GVX,ESSK,Gävle Sandviken Airport,Gävle / Sandviken,SE,EU,60.5933,16.951401,224,medium_airport,no
GWD,OPGW,New Gwadar International Airport,Gurandani,PK,AS,25.296733,62.498822,61,large_airport,yes
GWE,FVTL,Josiah Tungamirai Air Force Base,Gweru,ZW,AF,-19.436718,29.861945,4680,medium_airport,no
GWL,VIGR,Gwalior Airport,Gwalior,IN,AS,26.29330062866211,78.22779846191406,617,medium_airport,yes
GWO,KGWO,Greenwood–Leflore Airport,Greenwood,US,NA,33.495025,-90.088204,162,medium_airport,no
GWT,EDXW,Westerland Sylt Airport,Sylt,DE,EU,54.9132,8.34047,51,medium_airport,yes
GXF,OYSY,Seiyun Hadhramaut International Airport,Seiyun,YE,AS,15.965887,48.788146,2097,large_airport,yes
GXG,FNNG,Negage Airport,Negage,AO,AF,-7.754509925842285,15.287699699401855,4105,medium_airport,yes
GXH,ZLXH,Gannan Xiahe Airport,Gannan (Xiahe),CN,AS,34.819014,102.622261,10510,medium_airport,yes
GXQ,SCCY,Teniente Vidal Airport,Coyhaique,CL,SA,-45.5942,-72.106102,1020,medium_airport,no
GYA,,Guayaramerín Airport,Guayaramerín,BO,SA,-10.88856,-65.380955,456,medium_airport,yes
GYD,UBBB,Heydar Aliyev International Airport,Baku,AZ,AS,40.47278,50.050931,10,large_airport,yes
GYE,SEGU,José Joaquín de Olmedo International Airport,Guayaquil,EC,SA,-2.15742,-79.883598,19,large_airport,yes
GYG,UEMM,Magan Airport,Magan,RU,AS,62.103484,129.545288,577,medium_airport,no
GYI,HRYG,Gisenyi Airport,Gisenyi,RW,AF,-1.6771999597549438,29.258899688720703,5082,medium_airport,no
GYM,MMGM,General José María Yáñez International Airport,Guaymas,MX,NA,27.9689998626709,-110.92500305175781,59,medium_airport,yes
GYN,SBGO,Santa Genoveva International Airport,Goiânia,BR,SA,-16.632,-49.220699,2450,large_airport,yes
GYS,ZUGU,Guangyuan Panlong Airport,Guangyuan (Lizhou),CN,AS,32.390254,105.694571,,medium_airport,yes
GYU,ZLGY,Guyuan Liupanshan Airport,Guyuan (Yuanzhou),CN,AS,36.078889,106.216944,5727,medium_airport,yes
GYY,,Gary/Chicago International Airport,Gary,US,NA,41.617087,-87.413206,591,medium_airport,yes
GZP,LTFG,Gazipaşa-Alanya Airport,Gazipaşa,TR,AS,36.298832,32.297017,92,medium_airport,yes
GZT,LTAJ,Gaziantep Oğuzeli International Airport,Gaziantep,TR,AS,36.947201,37.478699,2315,large_airport,yes
GZW,OIIK,Qazvin Airport,Qazvin,IR,AS,36.240101,50.0471,4184,medium_airport,no
HAC,RJTH,Hachijojima Airport,Hachijojima,JP,AS,33.114843,139.785645,303,medium_airport,yes
HAD,ESMT,Halmstad Airport,Halmstad,SE,EU,56.69110107421875,12.820199966430664,101,medium_airport,yes
HAH,FMCH,Prince Said Ibrahim International Airport,Moroni,KM,AF,-11.5337,43.2719,93,large_airport,yes
HAJ,EDDV,Hannover Airport,Hannover,DE,EU,52.461102,9.68508,183,large_airport,yes
HAK,ZJHK,Haikou Meilan International Airport,Haikou (Meilan),CN,AS,19.9349,110.459,75,large_airport,yes
HAM,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,DE,EU,53.630402,9.98823,53,large_airport,yes
HAN,VVNB,Noi Bai International Airport,Hanoi (Soc Son),VN,AS,21.221201,105.806999,39,large_airport,yes
HAQ,VRMH,Hanimaadhoo International Airport,Haa Dhaalu Atoll,MV,AS,6.743235,73.167072,4,large_airport,yes
HAS,OEHL,Ha'il Airport,Ha'il,SA,AS,27.437901,41.686298,3331,medium_airport,yes
HAU,ENHD,"Haugesund Airport, Karmøy",Karmøy,NO,EU,59.345299,5.20836,86,medium_airport,yes
HAV,MUHA,José Martí International Airport,Havana,CU,NA,22.989200592041016,-82.40910339355469,210,large_airport,yes
HAW,EGFE,Haverfordwest Airport,Haverfordwest,GB,EU,51.833099365234375,-4.9611101150512695,159,medium_airport,no
HBA,YMHB,Hobart International Airport,Hobart (Cambridge),AU,OC,-42.837032,147.513022,13,large_airport,yes
HBE,HEAX,Alexandria International Airport,Alexandria,EG,AF,30.93249,29.696437,171,large_airport,yes
HBG,KHBG,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,US,NA,31.26479912,-89.25279999,151,medium_airport,no
HBR,KHBR,Hobart Regional Airport,Hobart,US,NA,34.991317,-99.051313,1563,medium_airport,no
HBX,VOHB,Hubballi Airport,Hubballi,IN,AS,15.361084,75.082096,2171,medium_airport,yes
HCJ,ZGHC,Hechi Jinchengjiang Airport,Hechi (Jinchengjiang),CN,AS,24.804344,107.710819,2221,medium_airport,yes
HCN,RCKW,Hengchun Airport,Hengchun,TW,AS,22.0411,120.730003,46,medium_airport,no
HCQ,YHLC,Halls Creek Airport,,AU,OC,-18.2339,127.669998,1346,medium_airport,no
HCR,PAHC,Holy Cross Airport,Holy Cross,US,NA,62.18830108642578,-159.77499389648438,70,medium_airport,yes
HCZ,ZGCZ,Chenzhou Beihu Airport,Chenzhou,CN,AS,25.753419,112.845404,1071,medium_airport,yes
HDF,EDAH,Heringsdorf Airport,Zirchow,DE,EU,53.8787,14.1523,94,medium_airport,yes
HDG,ZBHD,Handan Airport,Handan,CN,AS,36.524824,114.424126,229,medium_airport,yes
HDM,OIHH,Hamadan Airport,Hamadan,IR,AS,34.866416,48.56069,5755,medium_airport,yes
HDN,KHDN,Yampa Valley Airport,Hayden,US,NA,40.481201,-107.218002,6606,medium_airport,yes
HDS,FAHS,Eastgate Airport / Air Force Base Hoedspruit,Hoedspruit,ZA,AF,-24.361864,31.052921,1801,medium_airport,yes
HDY,VTSS,Hat Yai International Airport,Hat Yai,TH,AS,6.93321,100.392998,90,large_airport,yes
HEA,OAHR,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF,AS,34.209999,62.228298,3206,large_airport,yes
HEH,VYHH,Heho Airport,Heho,MM,AS,20.74714,96.792029,3858,medium_airport,yes
HEK,ZYHE,Heihe Aihui Airport,Heihe,CN,AS,50.171621,127.308884,1047,medium_airport,yes
HEL,EFHK,Helsinki Vantaa Airport,Helsinki (Vantaa),FI,EU,60.318363,24.963341,179,large_airport,yes
HER,LGIR,Heraklion International Nikos Kazantzakis Airport,Heraklion,GR,EU,35.339699,25.1803,115,large_airport,yes
HET,ZBHH,Hohhot Baita International Airport,Hohhot,CN,AS,40.849658,111.824598,3556,large_airport,yes
HFA,LLHA,Uri Michaeli Haifa International Airport,Haifa,IL,AS,32.810219,35.043719,28,medium_airport,yes
HFD,KHFD,Hartford Brainard Airport,Hartford,US,NA,41.736698150635,-72.649398803711,18,medium_airport,no
HFE,ZSOF,Hefei Xinqiao International Airport,Hefei,CN,AS,31.98779,116.9769,207,large_airport,yes
HFN,BIHN,Hornafjörður Airport,Höfn,IS,EU,64.295601,-15.2272,24,medium_airport,yes
HFT,ENHF,Hammerfest Airport,Hammerfest,NO,EU,70.679703,23.6686,266,medium_airport,yes
HGA,HCMH,Egal International Airport,Hargeisa,SO,AF,9.514082,44.083469,4471,large_airport,yes
HGH,ZSHC,Hangzhou Xiaoshan International Airport,Hangzhou,CN,AS,30.23609,120.428865,23,large_airport,yes
HGI,,Itanagar Donyi Polo Hollongi Airport,Hollongi,IN,AS,26.96683,93.638792,328,medium_airport,yes
HGN,VTCH,Mae Hong Son Airport,Mae Hong Son,TH,AS,19.3013,97.9758,929,medium_airport,yes
HGO,DIKO,Korhogo Airport,Korhogo,CI,AF,9.38718,-5.55666,1214,medium_airport,yes
HGR,KHGR,Hagerstown Regional Richard A Henson Field,Hagerstown,US,NA,39.708771,-77.728014,703,medium_airport,yes
HGU,AYMH,Mount Hagen Kagamuga Airport,Mount Hagen,PG,OC,-5.828212,144.299412,5388,medium_airport,yes
HHE,RJSH,JMSDF Hachinohe Air Base / Hachinohe Airport,Hachinohe,JP,AS,40.551181,141.465428,152,medium_airport,no
HHH,KHXD,Hilton Head Airport,Hilton Head Island,US,NA,32.2244,-80.697502,19,medium_airport,yes
HHN,EDFH,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,EU,49.946353,7.261734,1649,large_airport,yes
HHQ,VTPH,Hua Hin Airport,Hua Hin,TH,AS,12.6361999512,99.951499939,62,medium_airport,yes
HHR,KHHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,US,NA,33.922798,-118.334999,66,medium_airport,yes
HIA,ZSSH,Huai'an Lianshui Airport,Huai'an,CN,AS,33.792712,119.126657,28,large_airport,yes
HIB,KHIB,Range Regional Airport,Hibbing,US,NA,47.384831,-92.836905,1354,medium_airport,yes
HID,YHID,Horn Island Airport,Horn,AU,OC,-10.585636,142.29277,43,medium_airport,yes
HIF,KHIF,Hill Air Force Base,Ogden,US,NA,41.12403,-111.973086,4789,medium_airport,no
HII,KHII,Lake Havasu City Airport,Lake Havasu City,US,NA,34.570506,-114.357745,783,medium_airport,yes
HIJ,RJOA,Hiroshima Airport,Hiroshima,JP,AS,34.4361,132.919006,1088,large_airport,yes
HIM,VCCH,Hingurakgoda Air Force Base,Polonnaruwa Town,LK,AS,8.04981,80.9814,170,medium_airport,no
HIN,RKPS,Sacheon Airport / Sacheon Air Base,Sacheon,KR,AS,35.088591,128.071747,25,medium_airport,yes
HIO,KHIO,Portland Hillsboro Airport,Portland,US,NA,45.540401,-122.949997,208,medium_airport,no
HIR,AGGH,Honiara International Airport,Honiara,SB,OC,-9.428,160.054993,28,large_airport,yes
HJJ,ZGCJ,Huaihua Zhijiang Airport,Huaihua,CN,AS,27.443087,109.704666,882,medium_airport,yes
HJR,,Khajuraho Airport,Khajuraho,IN,AS,24.8172,79.918602,728,medium_airport,yes
HKD,RJCH,Hakodate Airport,Hakodate,JP,AS,41.77,140.822006,151,large_airport,yes
HKG,VHHH,Hong Kong International Airport,Hong Kong,HK,AS,22.31184,113.914862,28,large_airport,yes
HKK,NZHK,Hokitika Airfield,,NZ,OC,-42.713600158691406,170.98500061035156,146,medium_airport,yes
HKN,AYHK,Hoskins Airport,Kimbe,PG,OC,-5.463846,150.407327,66,medium_airport,yes
HKT,VTSP,Phuket International Airport,Phuket,TH,AS,8.113257,98.3174,82,large_airport,yes
HKY,KHKY,Hickory Regional Airport,Hickory,US,NA,35.74110031,-81.38950348,1190,medium_airport,no
HLA,FALA,Lanseria International Airport,Johannesburg,ZA,AF,-25.938964,27.926642,4517,large_airport,yes
HLD,ZBLA,Hulunbuir Hailar Airport,Hailar,CN,AS,49.208616,119.822301,2169,large_airport,yes
HLE,FHSH,Saint Helena International Airport,Jamestown,SH,AF,-15.958898,-5.646066,1017,medium_airport,yes
HLG,KHLG,Wheeling Ohio County Airport,Wheeling,US,NA,40.1749992371,-80.6463012695,1195,medium_airport,no
HLN,KHLN,Helena Regional Airport,Helena,US,NA,46.6068,-111.983002,3877,medium_airport,yes
HLP,WIHH,Halim Perdanakusuma International Airport,Jakarta,ID,AS,-6.267221,106.891733,84,large_airport,yes
HLT,YHML,Hamilton Airport,,AU,OC,-37.64889907836914,142.06500244140625,803,medium_airport,no
HLZ,NZHN,Hamilton International Airport,Hamilton,NZ,OC,-37.866961,175.331952,172,medium_airport,yes
